GAME_ID,EVENTNUM,PERIOD,PCTIMESTRING,EVENTMSGTYPE,VIDEO_AVAILABLE_FLAG,DESCRIPTION
0022400565,629,4,PT01M49.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400565,640,4,PT00M47.30S,1,1,Curry 3PT Step Back Jump Shot (29 PTS) (Looney 6 AST)
0022400589,82,1,PT05M51.00S,2,1,MISS Curry 27' 3PT Step Back Jump Shot
0022400589,104,1,PT04M42.00S,2,1,MISS Curry 26' 3PT Fadeaway Jumper
0022400589,108,1,PT04M31.00S,1,1,Curry 3PT Jump Shot (3 PTS) (Santos 1 AST)
0022400589,120,1,PT03M13.00S,2,1,MISS Curry 10' Driving Floating Jump Shot
0022400589,202,2,PT10M58.00S,1,1,Curry 30' 3PT Jump Shot (6 PTS) (Moody 1 AST)
0022400589,212,2,PT10M01.00S,1,1,Curry 4' Running Layup (8 PTS)
0022400589,295,2,PT03M36.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400589,316,2,PT02M18.00S,2,1,MISS Curry 5' Driving Finger Roll Layup
0022400589,321,2,PT01M56.00S,1,1,Curry 2' Cutting Layup Shot (10 PTS) (Looney 1 AST)
0022400589,328,2,PT01M15.00S,2,1,MISS Curry 3PT Fadeaway Jumper
0022400589,335,2,PT00M42.80S,1,1,Curry 25' 3PT Jump Shot (13 PTS) (Payton II 2 AST)
0022400589,339,2,PT00M12.30S,2,1,MISS Curry 26' 3PT Step Back Jump Shot
0022400589,343,2,PT00M00.10S,2,1,MISS Curry 64' 3PT Pullup Jump Shot
0022400589,379,3,PT08M46.00S,1,1,Curry 3' Driving Reverse Layup (15 PTS)
0022400589,412,3,PT06M23.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400589,456,3,PT03M30.00S,1,1,Curry 3' Driving Layup (17 PTS)
0022400589,577,4,PT07M37.00S,1,1,Curry 5' Driving Layup (21 PTS)
0022400589,615,4,PT05M43.00S,2,1,MISS Curry 27' 3PT Running Pull-Up Jump Shot
0022400589,618,4,PT05M04.00S,2,1,MISS Curry 29' 3PT Pullup Jump Shot
0022400589,663,4,PT02M57.00S,1,1,Curry 6' Driving Layup (23 PTS)
0022400589,666,4,PT02M30.00S,1,1,Curry 26' 3PT Pullup Jump Shot (26 PTS)
0022400589,673,4,PT01M49.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400604,50,1,PT07M54.00S,2,1,MISS Curry 29' 3PT Jump Shot
0022400604,59,1,PT07M33.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400604,65,1,PT07M05.00S,1,1,Curry 30' 3PT Jump Shot (3 PTS) (Jackson-Davis 3 AST)
0022400604,107,1,PT03M43.00S,2,1,MISS Curry 30' 3PT Jump Shot
0022400604,285,2,PT03M41.00S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400604,294,2,PT02M56.00S,1,1,Curry 10' Driving Finger Roll Layup (7 PTS) (Moody 2 AST)
0022400604,298,2,PT02M25.00S,1,1,Curry 6' Driving Layup (9 PTS) (Hield 2 AST)
0022400604,306,2,PT01M33.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400604,323,2,PT00M23.70S,2,1,MISS Curry 29' 3PT Jump Shot
0022400604,359,3,PT10M52.00S,1,0,Curry 26' 3PT Jump Shot (12 PTS) (Payton II 3 AST)
0022400604,370,3,PT09M36.00S,2,1,MISS Curry 15' Floating Jump Shot
0022400604,409,3,PT07M00.00S,2,1,MISS Curry 30' 3PT Pullup Jump Shot
0022400604,417,3,PT06M16.00S,1,1,Curry 25' 3PT Step Back Jump Shot (15 PTS) (Moody 3 AST)
0022400604,444,3,PT04M13.00S,2,1,MISS Curry 6' Driving Layup
0022400604,461,3,PT02M44.00S,1,1,Curry 27' 3PT Pullup Jump Shot (18 PTS)
0022400604,464,3,PT02M22.00S,2,1,MISS Curry 28' 3PT Pullup Jump Shot
0022400619,50,1,PT07M32.00S,1,1,Curry 27' 3PT Jump Shot (3 PTS) (Wiggins 1 AST)
0022400619,73,1,PT05M24.00S,1,1,Curry 4' Cutting Layup Shot (5 PTS) (Jackson-Davis 1 AST)
0022400619,280,2,PT03M35.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400619,284,2,PT03M21.00S,1,1,Curry 5' Cutting Layup Shot (7 PTS) (Jackson-Davis 2 AST)
0022400619,313,2,PT01M20.00S,1,1,Curry 5' Driving Layup (10 PTS)
0022400619,317,2,PT00M56.90S,1,1,Curry 7' Driving Floating Jump Shot (12 PTS)
0022400619,508,3,PT00M04.30S,2,1,MISS Curry 16' Driving Floating Jump Shot
0022400619,544,4,PT10M22.00S,2,1,MISS Curry 4' Driving Layup
0022400619,661,4,PT01M35.00S,2,1,MISS Curry 31' 3PT Pullup Jump Shot
0022400619,685,4,PT00M40.30S,1,1,Curry 5' Driving Layup (14 PTS)
0022400619,693,4,PT00M17.70S,2,1,MISS Curry 26' 3PT Jump Shot
0022400628,68,1,PT07M27.00S,2,1,MISS Curry 8' Driving Floating Jump Shot
0022400628,78,1,PT06M54.00S,1,1,Curry 26' 3PT Jump Shot (3 PTS) (Looney 1 AST)
0022400628,95,1,PT05M28.00S,2,1,MISS Curry 20' Step Back Jump Shot
0022400628,120,1,PT04M01.00S,2,1,MISS Curry 27' 3PT Running Jump Shot
0022400628,182,1,PT00M02.10S,2,1,MISS Curry 48' 3PT Pullup Jump Shot
0022400628,199,2,PT10M36.00S,1,1,Curry 29' 3PT Jump Shot (6 PTS) (Moody 1 AST)
0022400628,234,2,PT07M58.00S,1,1,Curry 3' Cutting Layup Shot (8 PTS) (Looney 3 AST)
0022400628,299,2,PT03M46.00S,2,1,MISS Curry 29' 3PT Jump Shot
0022400628,316,2,PT02M39.00S,1,1,Curry 26' 3PT Step Back Jump Shot (11 PTS)
0022400628,381,3,PT09M21.00S,1,1,Curry 12' Driving Floating Jump Shot (13 PTS) (Santos 1 AST)
0022400628,384,3,PT09M06.00S,2,1,MISS Curry 27' 3PT Running Pull-Up Jump Shot
0022400628,386,3,PT09M02.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400628,411,3,PT07M06.00S,1,1,Curry 19' Jump Shot (15 PTS) (Jackson-Davis 1 AST)
0022400628,443,3,PT05M51.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400628,445,3,PT05M47.00S,1,1,Curry 27' 3PT Jump Shot (18 PTS) (Jackson-Davis 2 AST)
0022400628,453,3,PT05M17.00S,2,1,MISS Curry 29' 3PT Pullup Jump Shot
0022400628,603,4,PT07M59.00S,2,1,MISS Curry 20' Step Back Jump Shot
0022400628,627,4,PT06M18.00S,2,1,MISS Curry 8' Driving Finger Roll Layup
0022400628,640,4,PT05M39.00S,1,1,Curry 26' 3PT Jump Shot (21 PTS) (Looney 5 AST)
0022400644,25,1,PT10M00.00S,2,1,MISS Curry 3PT Jump Shot
0022400644,33,1,PT09M21.00S,1,1,Curry 29' 3PT Pullup Jump Shot (3 PTS)
0022400644,36,1,PT08M47.00S,2,1,MISS Curry 6' Cutting Finger Roll Layup Shot
0022400644,50,1,PT07M31.00S,1,1,Curry 27' 3PT Jump Shot (6 PTS) (Jackson-Davis 1 AST)
0022400644,54,1,PT07M02.00S,2,1,MISS Curry 4' Driving Reverse Layup
0022400644,74,1,PT05M22.00S,1,1,Curry 5' Driving Layup (8 PTS)
0022400644,89,1,PT03M55.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400644,97,1,PT03M12.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400644,185,2,PT10M00.00S,1,1,Curry 11' Driving Layup (10 PTS)
0022400644,352,3,PT10M35.00S,2,1,MISS Curry 11' Driving Floating Bank Jump Shot
0022400644,360,3,PT09M56.00S,2,1,MISS Curry 28' 3PT Pullup Jump Shot
0022400644,402,3,PT06M22.00S,2,1,MISS Curry 12' Step Back Jump Shot
0022400644,484,4,PT11M31.00S,2,1,MISS Curry 9' Driving Floating Jump Shot
0022400644,501,4,PT09M43.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400644,518,4,PT08M39.00S,2,1,MISS Curry 7' Driving Finger Roll Layup
0022400644,577,4,PT03M40.00S,2,1,MISS Curry 27' 3PT Step Back Jump Shot
0022400644,596,4,PT02M22.00S,2,1,MISS Curry 26' 3PT Step Back Jump Shot
0022400673,26,1,PT10M34.00S,2,1,MISS Curry 32' 3PT Jump Shot
0022400673,56,1,PT07M42.00S,2,1,MISS Curry 3' Cutting Layup Shot
0022400673,88,1,PT05M04.00S,2,1,MISS Curry 4' Driving Finger Roll Layup
0022400673,106,1,PT04M09.00S,2,1,MISS Curry 29' 3PT Pullup Jump Shot
0022400673,109,1,PT03M35.00S,2,1,MISS Curry 19' Fadeaway Jumper
0022400673,205,2,PT10M46.00S,1,1,Curry 19' Pullup Jump Shot (4 PTS) (Podziemski 1 AST)
0022400673,239,2,PT08M15.00S,2,1,MISS Curry 11' Driving Floating Bank Jump Shot
0022400673,444,3,PT08M51.00S,1,1,Curry 3PT Step Back Jump Shot (7 PTS) (Hield 2 AST)
0022400673,448,3,PT08M26.00S,2,1,MISS Curry 27' 3PT Running Pull-Up Jump Shot
0022400673,528,3,PT03M10.00S,1,1,Curry 27' 3PT Step Back Jump Shot (12 PTS) (Schroder 4 AST)
0022400673,603,4,PT11M04.00S,1,1,Curry 32' 3PT Jump Shot (15 PTS) (Looney 2 AST)
0022400673,622,4,PT09M23.00S,1,1,Curry 34' 3PT Jump Shot (18 PTS) (Payton II 2 AST)
0022400673,625,4,PT08M44.00S,2,1,MISS Curry 29' 3PT Step Back Jump Shot
0022400673,726,4,PT01M52.00S,1,1,Curry 33' 3PT Pullup Jump Shot (21 PTS) (Schroder 6 AST)
0022400673,753,4,PT00M09.70S,2,1,MISS Curry 28' 3PT Fadeaway Jumper
0022400685,96,1,PT05M14.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400685,230,2,PT07M38.00S,1,1,Curry 6' Driving Finger Roll Layup (2 PTS) (Wiggins 2 AST)
0022400685,240,2,PT07M15.00S,2,1,MISS Curry 3' Driving Layup
0022400685,315,2,PT01M34.00S,2,1,MISS Curry 30' 3PT Jump Shot
0022400685,321,2,PT01M11.00S,2,1,MISS Curry 13' Turnaround Jump Shot
0022400685,355,3,PT11M12.00S,1,1,Curry 19' Step Back Jump Shot (4 PTS)
0022400685,359,3,PT10M36.00S,1,1,Curry 15' Step Back Jump Shot (6 PTS)
0022400685,361,3,PT10M13.00S,2,1,MISS Curry 8' Driving Finger Roll Layup
0022400685,390,3,PT08M21.00S,2,1,MISS Curry 32' 3PT Pullup Jump Shot
0022400685,420,3,PT06M12.00S,2,1,MISS Curry 27' 3PT Step Back Jump Shot
0022400685,541,4,PT11M12.00S,1,1,Curry 31' 3PT Jump Shot (9 PTS) (Wiggins 5 AST)
0022400685,557,4,PT09M19.00S,1,1,Curry 5' Driving Layup (13 PTS) (Schroder 5 AST)
0022400685,582,4,PT07M48.00S,2,1,MISS Curry 20' Step Back Jump Shot
0022400685,623,4,PT06M08.00S,2,1,MISS Curry 24' 3PT Jump Shot
0022400864,21,1,PT10M30.00S,1,1,Curry 26' 3PT Jump Shot (3 PTS) (Podziemski 1 AST)
0022400864,43,1,PT09M02.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400864,53,1,PT08M12.00S,2,1,MISS Curry 10' Fadeaway Jumper
0022400864,93,1,PT05M42.00S,1,1,Curry 1' Cutting Layup Shot (6 PTS) (Green 2 AST)
0022400864,99,1,PT04M56.00S,1,1,Curry 25' 3PT Jump Shot (9 PTS) (Green 3 AST)
0022400864,118,1,PT03M44.00S,1,1,Curry 31' 3PT Running Pull-Up Jump Shot (12 PTS)
0022400864,127,1,PT03M00.00S,2,1,MISS Curry 30' 3PT Running Pull-Up Jump Shot
0022400864,301,2,PT03M53.00S,2,1,MISS Curry 25' 3PT Running Jump Shot
0022400864,313,2,PT03M24.00S,1,1,Curry 5' Driving Finger Roll Layup (14 PTS)
0022400864,328,2,PT01M53.00S,1,1,Curry 1' Driving Finger Roll Layup (16 PTS)
0022400864,352,2,PT00M24.90S,2,1,MISS Curry 25' 3PT Pullup Jump Shot
0022400864,422,3,PT08M02.00S,1,1,Curry 28' 3PT Pullup Jump Shot (22 PTS)
0022400864,485,3,PT03M40.00S,1,1,Curry 27' 3PT Step Back Jump Shot (25 PTS) (Payton II 4 AST)
0022400864,496,3,PT03M07.00S,1,1,Curry 3' Driving Reverse Layup (27 PTS) (Santos 2 AST)
0022400864,619,4,PT07M13.00S,1,1,Curry 2' Running Dunk (29 PTS) (Hield 3 AST)
0022400864,633,4,PT06M06.00S,2,1,MISS Curry 28' 3PT Jump Shot
0022400864,637,4,PT05M35.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400864,703,4,PT00M33.20S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400875,62,1,PT07M12.00S,1,1,Curry 20' Jump Shot (2 PTS) (Green 1 AST)
0022400875,70,1,PT06M39.00S,1,1,Curry 26' 3PT Jump Shot (5 PTS) (Hield 1 AST)
0022400875,80,1,PT06M14.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400875,98,1,PT04M56.00S,1,1,Curry 4' Cutting Layup Shot (7 PTS) (Green 2 AST)
0022400875,120,1,PT03M53.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400875,315,2,PT03M15.00S,2,1,MISS Curry 26' 3PT Running Pull-Up Jump Shot
0022400875,325,2,PT02M50.00S,1,1,Curry 27' 3PT Jump Shot (10 PTS) (Podziemski 1 AST)
0022400875,455,3,PT08M00.00S,2,1,MISS Curry 32' 3PT Pullup Jump Shot
0022400875,465,3,PT07M12.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400875,481,3,PT06M07.00S,2,1,MISS Curry 3' Driving Finger Roll Layup
0022400875,503,3,PT05M00.00S,2,1,MISS Curry 4' Driving Layup
0022400875,516,3,PT04M21.00S,1,1,Curry 12' Jump Shot (16 PTS)
0022400875,541,3,PT03M24.00S,1,1,Curry 28' 3PT Running Jump Shot (21 PTS) (Santos 1 AST)
0022400875,716,4,PT02M41.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400885,29,1,PT08M55.00S,1,1,Curry 2' Cutting Layup Shot (2 PTS) (Podziemski 1 AST)
0022400885,36,1,PT08M23.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400885,64,1,PT06M22.00S,1,1,Curry 25' 3PT Step Back Jump Shot (6 PTS) (Santos 1 AST)
0022400885,73,1,PT05M45.00S,2,1,MISS Curry 3' Driving Finger Roll Layup
0022400885,223,2,PT06M39.00S,2,1,MISS Curry 2' Driving Layup
0022400885,249,2,PT04M59.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400885,264,2,PT03M55.00S,2,1,MISS Curry 1' Driving Finger Roll Layup
0022400885,271,2,PT03M25.00S,1,1,Curry 1' Driving Reverse Layup (8 PTS)
0022400885,312,2,PT00M34.80S,2,1,MISS Curry 4' Driving Finger Roll Layup
0022400885,328,3,PT11M44.00S,2,1,MISS Curry 6' Driving Layup
0022400885,338,3,PT10M53.00S,1,1,Curry 2' Cutting Layup Shot (12 PTS) (Green 4 AST)
0022400885,342,3,PT10M31.00S,1,1,Curry 14' Step Back Jump Shot (14 PTS)
0022400885,358,3,PT09M11.00S,2,1,MISS Curry 28' 3PT Running Jump Shot
0022400885,380,3,PT07M31.00S,1,1,Curry 27' 3PT Jump Shot (17 PTS) (Moody 2 AST)
0022400885,399,3,PT05M26.00S,2,1,MISS Curry 3' Driving Layup
0022400885,423,3,PT04M17.00S,1,1,Curry 13' Step Back Jump Shot (19 PTS)
0022400885,431,3,PT03M28.00S,1,0,Curry 26' 3PT Pullup Jump Shot (22 PTS)
0022400885,434,3,PT03M08.00S,2,1,MISS Curry 26' 3PT Running Pull-Up Jump Shot
0022400885,577,4,PT05M15.00S,1,1,Curry 25' 3PT Jump Shot (25 PTS) (Green 8 AST)
0022400885,585,4,PT04M03.00S,2,1,MISS Curry 7' Driving Hook Shot
0022400885,636,4,PT01M29.00S,1,1,Curry 26' 3PT Jump Shot (28 PTS) (Butler III 4 AST)
0022400901,50,1,PT07M52.00S,1,1,Curry 26' 3PT Jump Shot (3 PTS) (Green 1 AST)
0022400901,73,1,PT06M02.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400901,114,1,PT03M46.00S,1,1,Curry 7' Driving Floating Bank Jump Shot (5 PTS)
0022400901,119,1,PT03M02.00S,1,1,Curry 5' Driving Finger Roll Layup (7 PTS) (Payton II 1 AST)
0022400901,121,1,PT02M32.00S,2,1,MISS Curry 12' Driving Floating Jump Shot
0022400901,258,2,PT04M31.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400901,260,2,PT04M25.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400901,289,2,PT02M40.00S,1,1,Curry 26' 3PT Running Jump Shot (10 PTS) (Santos 1 AST)
0022400901,301,2,PT02M10.00S,1,1,Curry 27' 3PT Running Jump Shot (13 PTS) (Green 5 AST)
0022400901,322,2,PT00M26.20S,2,1,MISS Curry Tip Layup Shot
0022400901,327,2,PT00M00.30S,1,1,Curry 38' 3PT Turnaround Jump Shot (16 PTS) (Butler III 3 AST)
0022400901,347,3,PT10M58.00S,1,1,Curry 1' Driving Layup (18 PTS) (Butler III 4 AST)
0022400901,358,3,PT10M03.00S,1,1,Curry 1' Driving Finger Roll Layup (21 PTS)
0022400901,374,3,PT08M18.00S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400901,415,3,PT05M37.00S,1,1,Curry 3PT Jump Shot (26 PTS) (Post 1 AST)
0022400901,589,4,PT06M16.00S,1,1,Curry 1' Driving Reverse Layup (28 PTS)
0022400901,604,4,PT05M23.00S,1,1,Curry 25' 3PT Jump Shot (31 PTS) (Butler III 6 AST)
0022400901,647,4,PT02M20.00S,2,1,MISS Curry 25' 3PT Pullup Jump Shot
0022400901,668,4,PT01M01.00S,1,1,Curry 3PT Jump Shot (38 PTS) (Green 10 AST)
0022400901,685,4,PT00M26.60S,2,1,MISS Curry 32' 3PT Pullup Jump Shot
0022400919,11,1,PT11M11.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400919,23,1,PT09M41.00S,2,1,MISS Curry 3PT Jump Shot
0022400919,25,1,PT09M36.00S,1,1,Curry 24' 3PT Jump Shot (3 PTS) (Moody 1 AST)
0022400919,76,1,PT05M36.00S,1,1,Curry 19' Step Back Jump Shot (5 PTS) (Green 1 AST)
0022400919,91,1,PT04M30.00S,2,1,MISS Curry 27' 3PT Step Back Jump Shot
0022400919,344,2,PT04M24.00S,1,1,Curry 11' Fadeaway Jumper (9 PTS)
0022400919,346,2,PT04M00.00S,2,1,MISS Curry 13' Fadeaway Jumper
0022400919,389,2,PT02M04.00S,2,1,MISS Curry 27' 3PT Step Back Jump Shot
0022400919,414,2,PT00M35.20S,2,1,MISS Curry 29' 3PT Step Back Jump Shot
0022400919,447,3,PT11M34.00S,2,1,MISS Curry 25' 3PT Step Back Jump Shot
0022400919,469,3,PT10M09.00S,1,1,Curry 28' 3PT Jump Shot (14 PTS) (Green 3 AST)
0022400919,494,3,PT08M32.00S,1,1,Curry 27' 3PT Jump Shot (17 PTS) (Butler III 3 AST)
0022400919,545,3,PT05M08.00S,2,1,MISS Curry 14' Step Back Jump Shot
0022400919,550,3,PT04M50.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400919,661,4,PT08M24.00S,1,1,Curry 3' Cutting Layup Shot (21 PTS) (Green 5 AST)
0022400919,668,4,PT07M54.00S,2,1,MISS Curry 27' 3PT Step Back Jump Shot
0022400919,689,4,PT06M51.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400919,705,4,PT06M06.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400919,721,4,PT05M17.00S,2,1,MISS Curry 27' 3PT Fadeaway Jumper
0022400919,738,4,PT04M08.00S,2,1,MISS Curry 6' Driving Layup
0022400919,740,4,PT04M00.00S,1,1,Curry 29' 3PT Step Back Bank Jump Shot (25 PTS)
0022400919,759,4,PT02M45.00S,1,1,Curry 3' Cutting Layup Shot (27 PTS) (Green 6 AST)
0022400938,12,1,PT11M09.00S,2,1,MISS Curry 21' Jump Shot
0022400938,36,1,PT08M55.00S,1,1,Curry 26' 3PT Jump Shot (3 PTS) (Green 1 AST)
0022400938,86,1,PT05M23.00S,1,1,Curry 4' Running Reverse Layup (5 PTS) (Hield 1 AST)
0022400938,111,1,PT03M34.00S,1,1,Curry 26' 3PT Step Back Jump Shot (8 PTS) (Santos 1 AST)
0022400938,299,2,PT02M38.00S,2,1,MISS Curry 28' 3PT Running Pull-Up Jump Shot
0022400938,346,3,PT10M46.00S,2,1,MISS Curry 3' Reverse Layup
0022400938,372,3,PT08M05.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400938,416,3,PT05M34.00S,1,1,Curry 27' 3PT Running Pull-Up Jump Shot (16 PTS) (Green 5 AST)
0022400938,448,3,PT03M28.00S,1,1,Curry 30' 3PT Jump Shot (19 PTS) (Santos 2 AST)
0022400938,456,3,PT03M01.00S,1,1,Curry 27' 3PT Jump Shot (22 PTS) (Butler III 9 AST)
0022400938,575,4,PT06M52.00S,2,1,MISS Curry 29' 3PT Pullup Jump Shot
0022400938,613,4,PT03M46.00S,2,1,MISS Curry 29' 3PT Running Jump Shot
0022400938,639,4,PT02M33.00S,2,1,MISS Curry 3PT Jump Shot
0022400938,653,4,PT01M41.00S,2,1,MISS Curry 33' 3PT Jump Shot
0022400957,55,1,PT07M23.00S,1,1,Curry 3' Reverse Layup (2 PTS) (Green 1 AST)
0022400957,75,1,PT05M35.00S,1,1,Curry 26' 3PT Running Jump Shot (5 PTS) (Kuminga 1 AST)
0022400957,96,1,PT04M13.00S,2,1,MISS Curry 30' 3PT Pullup Jump Shot
0022400957,269,2,PT04M18.00S,2,1,MISS Curry 6' Driving Layup
0022400957,274,2,PT04M00.00S,2,1,MISS Curry 31' 3PT Pullup Jump Shot
0022400957,372,3,PT08M47.00S,1,1,Curry 4' Driving Finger Roll Layup (7 PTS)
0022400957,377,3,PT08M19.00S,1,1,Curry 28' 3PT Pullup Jump Shot (10 PTS) (Moody 4 AST)
0022400957,419,3,PT05M51.00S,2,1,MISS Curry 25' 3PT Step Back Jump Shot
0022400957,592,4,PT03M35.00S,2,1,MISS Curry 30' 3PT Running Pull-Up Jump Shot
0022400974,30,1,PT09M08.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400974,38,1,PT08M09.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400974,101,1,PT04M13.00S,1,1,Curry 29' 3PT Running Jump Shot (6 PTS) (Kuminga 2 AST)
0022400974,107,1,PT03M11.00S,2,1,MISS Curry 26' 3PT Step Back Jump Shot
0022400974,275,2,PT02M57.00S,2,1,MISS Curry 8' Turnaround Fadeaway Bank Jump Shot
0022400974,286,2,PT02M14.00S,1,1,Curry 18' Pullup Jump Shot (8 PTS) (Butler III 4 AST)
0022400974,309,2,PT00M03.10S,1,1,Curry 29' 3PT Jump Shot (11 PTS) (Green 2 AST)
0022400974,317,3,PT11M38.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400974,323,3,PT11M14.00S,2,1,MISS Curry 15' Step Back Jump Shot
0022400974,354,3,PT08M13.00S,1,1,Curry 13' Driving Floating Jump Shot (15 PTS)
0022400974,366,3,PT07M04.00S,1,1,Curry 30' 3PT Pullup Jump Shot (18 PTS) (Green 3 AST)
0022400974,373,3,PT06M17.00S,1,1,Curry 31' 3PT Pullup Jump Shot (21 PTS)
0022400974,376,3,PT05M50.00S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400974,423,3,PT02M58.00S,1,1,Curry 3' Cutting Layup Shot (23 PTS) (Post 2 AST)
0022400974,519,4,PT07M31.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400974,534,4,PT06M15.00S,2,1,MISS Curry 29' 3PT Jump Shot
0022400974,545,4,PT05M01.00S,1,1,Curry 4' Driving Layup (25 PTS) (Kuminga 5 AST)
0022400974,551,4,PT04M06.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400974,576,4,PT01M44.00S,2,1,MISS Curry 7' Driving Layup
0022400974,583,4,PT01M17.00S,2,1,MISS Curry 25' 3PT Pullup Jump Shot
0022400990,26,1,PT09M50.00S,2,1,MISS Curry 29' 3PT Step Back Jump Shot
0022400990,58,1,PT07M34.00S,1,1,Curry 26' 3PT Pullup Jump Shot (3 PTS) (Butler III 2 AST)
0022400990,76,1,PT05M44.00S,1,1,Curry 11' Driving Floating Jump Shot (5 PTS)
0022400990,79,1,PT05M23.00S,2,1,MISS Curry 27' 3PT Step Back Jump Shot
0022400990,111,1,PT03M29.00S,2,1,MISS Curry 18' Step Back Jump Shot
0022400990,263,2,PT07M57.00S,2,1,MISS Curry 29' 3PT Pullup Jump Shot
0022400990,273,2,PT06M56.00S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400990,279,2,PT06M14.00S,2,1,MISS Curry 4' Driving Layup
0022400990,305,2,PT05M02.00S,1,1,Curry 30' 3PT Pullup Jump Shot (8 PTS)
0022400990,314,2,PT04M04.00S,1,1,Curry 3PT Jump Shot (11 PTS) (Hield 1 AST)
0022400990,323,2,PT03M37.00S,2,1,MISS Curry 29' 3PT Running Jump Shot
0022400990,357,2,PT01M18.00S,2,1,MISS Curry 3' Driving Reverse Layup
0022400990,361,2,PT01M05.00S,2,1,MISS Curry 4' Running Layup
0022400990,371,2,PT00M33.90S,1,1,Curry 3' Driving Layup (13 PTS)
0022400990,423,3,PT08M19.00S,2,1,MISS Curry 29' 3PT Pullup Jump Shot
0022400990,436,3,PT07M41.00S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400990,634,4,PT06M14.00S,2,1,MISS Curry 21' Step Back Jump Shot
0022400990,683,4,PT03M33.00S,1,1,Curry 28' 3PT Running Jump Shot (20 PTS) (Green 5 AST)
0022400990,690,4,PT03M01.00S,2,1,MISS Curry 28' 3PT Pullup Jump Shot
0022400990,700,4,PT02M22.00S,2,1,MISS Curry 25' 3PT Running Pull-Up Jump Shot
0022400990,727,4,PT00M30.10S,2,1,MISS Curry 31' 3PT Step Back Jump Shot
0022401005,122,1,PT03M02.00S,1,1,Curry 26' 3PT Pullup Jump Shot (4 PTS) (Kuminga 1 AST)
0022401005,279,2,PT04M45.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022401005,321,2,PT02M26.00S,1,1,Curry 4' Reverse Layup (6 PTS) (Green 2 AST)
0022401005,388,3,PT10M01.00S,1,1,Curry 27' 3PT Jump Shot (10 PTS) (Butler III 8 AST)
0022401005,410,3,PT08M30.00S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022401005,450,3,PT06M29.00S,1,1,Curry 5' Layup (12 PTS) (Green 4 AST)
0022401005,480,3,PT04M38.00S,1,1,Curry 10' Cutting Layup Shot (15 PTS) (Hield 4 AST)
0022401005,485,3,PT04M06.00S,1,1,Curry 3' Cutting Layup Shot (17 PTS) (Santos 2 AST)
0022401072,10,1,PT11M13.00S,2,1,MISS Curry 24' 3PT Jump Shot
0022401072,39,1,PT08M18.00S,2,1,MISS Curry 29' 3PT Pullup Jump Shot
0022401072,115,1,PT02M59.00S,1,1,Curry 26' 3PT Jump Shot (3 PTS) (Post 1 AST)
0022401072,233,2,PT07M19.00S,1,1,Curry 10' Running Layup (5 PTS) (Kuminga 2 AST)
0022401072,259,2,PT06M13.00S,1,1,Curry 9' Driving Layup (7 PTS)
0022401072,272,2,PT05M22.00S,1,1,Curry 27' 3PT Step Back Jump Shot (10 PTS)
