GAME_ID,EVENTNUM,PERIOD,PCTIMESTRING,EVENTMSGTYPE,VIDEO_AVAILABLE_FLAG,DESCRIPTION
0022400731,215,2,PT08M54.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400731,282,2,PT04M12.00S,1,1,Curry 27' 3PT Jump Shot (7 PTS) (Rowe 1 AST)
0022400731,328,2,PT01M18.00S,1,1,Curry 12' Step Back Jump Shot (9 PTS)
0022400731,332,2,PT00M50.50S,1,1,Curry 2' Driving Layup (11 PTS)
0022400731,335,2,PT00M23.20S,1,1,Curry 2' Driving Layup (13 PTS)
0022400731,354,2,PT00M01.40S,2,1,MISS Curry 27' 3PT Jump Shot
0022400731,376,3,PT10M53.00S,2,1,MISS Curry 28' 3PT Running Jump Shot
0022400731,413,3,PT07M34.00S,2,1,MISS Curry 10' Driving Finger Roll Layup
0022400731,424,3,PT06M56.00S,2,1,MISS Curry 24' 3PT Jump Shot
0022400731,432,3,PT06M30.00S,2,1,MISS Curry 5' Driving Layup
0022400731,450,3,PT05M27.00S,2,1,MISS Curry 3' Driving Reverse Layup
0022400731,494,3,PT03M46.00S,1,1,Curry 27' 3PT Jump Shot (18 PTS) (Rowe 2 AST)
0022400731,555,3,PT00M00.60S,2,1,MISS Curry 45' 3PT Pullup Jump Shot
0022400731,572,4,PT11M01.00S,1,1,Curry 6' Driving Floating Bank Jump Shot (20 PTS) (Green 3 AST)
0022400731,579,4,PT10M33.00S,1,1,Curry 28' 3PT Pullup Jump Shot (23 PTS)
0022400731,603,4,PT08M26.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400731,628,4,PT07M05.00S,1,1,Curry 3' Driving Finger Roll Layup (25 PTS)
0022400731,676,4,PT04M47.00S,1,1,Curry 26' 3PT Pullup Jump Shot (29 PTS)
0022400731,683,4,PT03M45.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400731,685,4,PT03M40.00S,1,1,Curry 28' 3PT Jump Shot (32 PTS) (Hield 5 AST)
0022400731,697,4,PT02M31.00S,2,1,MISS Curry 15' Step Back Jump Shot
0022400731,704,4,PT02M02.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400731,706,4,PT01M58.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400731,711,4,PT01M29.00S,2,1,MISS Curry 6' Driving Layup
0022400731,716,4,PT01M02.00S,1,1,Curry 29' 3PT Pullup Jump Shot (35 PTS)
0022400731,737,4,PT00M20.20S,1,1,Curry 3' Cutting Layup Shot (37 PTS) (Green 4 AST)
0022400731,743,4,PT00M12.60S,2,1,MISS Curry 28' 3PT Jump Shot
0022400745,35,1,PT08M54.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400745,70,1,PT06M05.00S,1,1,Curry 29' 3PT Jump Shot (3 PTS) (Post 1 AST)
0022400745,111,1,PT03M50.00S,1,1,Curry 27' 3PT Jump Shot (6 PTS) (Looney 1 AST)
0022400745,212,2,PT08M59.00S,2,1,MISS Curry 36' 3PT Jump Shot
0022400745,272,2,PT04M50.00S,1,1,Curry 26' 3PT Step Back Jump Shot (10 PTS)
0022400745,311,2,PT01M37.00S,2,1,MISS Curry 26' 3PT Step Back Jump Shot
0022400745,361,3,PT09M42.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400745,386,3,PT07M54.00S,1,1,Curry 30' 3PT Pullup Jump Shot (15 PTS) (Moody 2 AST)
0022400745,390,3,PT07M29.00S,1,1,Curry 28' 3PT Jump Shot (18 PTS) (Green 3 AST)
0022400745,442,3,PT04M17.00S,2,1,MISS Curry 28' 3PT Jump Shot
0022400745,462,3,PT03M13.00S,1,1,Curry 28' 3PT Step Back Jump Shot (24 PTS) (Podziemski 2 AST)
0022400745,466,3,PT02M46.00S,1,1,Curry 10' Driving Layup (26 PTS)
0022400745,484,3,PT02M08.00S,1,1,Curry 26' 3PT Step Back Jump Shot (29 PTS)
0022400745,501,3,PT01M52.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400745,505,3,PT01M35.00S,2,1,MISS Curry 3' Putback Layup
0022400745,517,3,PT01M11.00S,1,1,Curry 15' Pullup Jump Shot (31 PTS) (Podziemski 3 AST)
0022400745,524,3,PT00M14.40S,1,1,Curry 26' 3PT Pullup Jump Shot (34 PTS) (Podziemski 4 AST)
0022400745,633,4,PT05M40.00S,2,1,MISS Curry 29' 3PT Jump Shot
0022400745,640,4,PT05M00.00S,2,1,MISS Curry 25' 3PT Running Jump Shot
0022400760,9,1,PT11M28.00S,1,1,Curry 3PT Jump Shot (3 PTS) (Butler 1 AST)
0022400760,56,1,PT06M33.00S,1,1,Curry 27' 3PT Jump Shot (8 PTS) (Payton II 1 AST)
0022400760,60,1,PT06M06.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400760,77,1,PT04M55.00S,1,1,Curry 27' 3PT Jump Shot (11 PTS) (Podziemski 1 AST)
0022400760,83,1,PT04M21.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400760,90,1,PT03M40.00S,2,1,MISS Curry 24' 3PT Step Back Jump Shot
0022400760,253,2,PT04M36.00S,2,1,MISS Curry 16' Running Pull-Up Jump Shot
0022400760,279,2,PT03M32.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400760,298,2,PT01M57.00S,1,1,Curry 11' Pullup Jump Shot (15 PTS)
0022400760,312,2,PT00M36.70S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400760,341,3,PT10M34.00S,1,1,Curry 2' Cutting Layup Shot (17 PTS) (Green 4 AST)
0022400760,347,3,PT10M09.00S,2,1,MISS Curry 24' 3PT Jump Shot
0022400760,354,3,PT09M46.00S,1,1,Curry 11' Step Back Jump Shot (19 PTS)
0022400760,372,3,PT08M16.00S,1,1,Curry 1' Driving Finger Roll Layup (21 PTS) (Butler 5 AST)
0022400760,401,3,PT06M08.00S,2,1,MISS Curry 11' Driving Floating Bank Jump Shot
0022400760,410,3,PT05M33.00S,1,1,Curry 27' 3PT Jump Shot (24 PTS) (Payton II 3 AST)
0022400760,420,3,PT05M03.00S,2,1,MISS Curry 28' 3PT Jump Shot
0022400760,446,3,PT03M24.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400760,450,3,PT03M02.00S,1,1,Curry 1' Driving Layup (26 PTS)
0022400760,596,4,PT07M04.00S,1,1,Curry 28' 3PT Pullup Jump Shot (31 PTS)
0022400760,624,4,PT05M34.00S,1,1,Curry 26' 3PT Step Back Jump Shot (34 PTS)
0022400760,640,4,PT04M41.00S,2,1,MISS Curry 30' 3PT Pullup Jump Shot
0022400760,648,4,PT04M09.00S,1,1,Curry 1' Driving Layup (36 PTS)
0022400760,651,4,PT03M33.00S,2,1,MISS Curry 26' 3PT Step Back Jump Shot
0022400782,17,1,PT10M27.00S,1,1,Curry 12' Step Back Jump Shot (2 PTS)
0022400782,20,1,PT09M54.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400782,36,1,PT08M11.00S,2,1,MISS Curry 24' 3PT Jump Shot
0022400782,81,1,PT05M23.00S,1,1,Curry 25' 3PT Step Back Jump Shot (5 PTS)
0022400782,230,2,PT06M40.00S,2,1,MISS Curry 3PT Step Back Jump Shot
0022400782,259,2,PT05M13.00S,2,1,MISS Curry 25' 3PT Running Jump Shot
0022400782,271,2,PT03M56.00S,1,1,Curry 2' Reverse Layup (7 PTS)
0022400782,314,2,PT00M54.20S,1,1,Curry 2' Driving Floating Bank Jump Shot (9 PTS) (Butler III 4 AST)
0022400782,318,2,PT00M43.00S,2,1,MISS Curry 3PT Jump Shot
0022400782,320,2,PT00M38.70S,1,1,Curry 3PT Jump Shot (12 PTS) (Butler III 5 AST)
0022400782,332,2,PT00M07.20S,2,1,MISS Curry 3' Driving Finger Roll Layup
0022400782,391,3,PT07M04.00S,2,1,MISS Curry 8' Driving Finger Roll Layup
0022400782,409,3,PT06M02.00S,2,1,MISS Curry 13' Step Back Jump Shot
0022400782,443,3,PT03M01.00S,2,1,MISS Curry 7' Driving Floating Bank Jump Shot
0022400782,446,3,PT02M55.00S,1,1,Curry 3' Driving Finger Roll Layup (14 PTS) (Podziemski 3 AST)
0022400782,456,3,PT02M29.00S,2,1,MISS Curry 24' 3PT Jump Shot
0022400782,540,4,PT10M14.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400782,562,4,PT07M45.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400782,618,4,PT05M12.00S,1,1,Curry 3PT Jump Shot (17 PTS) (Podziemski 5 AST)
0022400782,622,4,PT04M38.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400782,637,4,PT03M31.00S,1,1,Curry 25' 3PT Jump Shot (22 PTS) (Green 5 AST)
0022400782,646,4,PT02M40.00S,2,1,MISS Curry 4' Driving Floating Jump Shot
0022400782,662,4,PT02M00.00S,1,1,Curry 2' Putback Layup (24 PTS)
0022400784,17,1,PT10M22.00S,1,1,Curry 25' 3PT Pullup Jump Shot (3 PTS) (Green 1 AST)
0022400784,29,1,PT09M22.00S,2,1,MISS Curry 25' 3PT Running Jump Shot
0022400784,78,1,PT05M38.00S,2,1,MISS Curry 3PT Jump Shot
0022400784,286,2,PT03M53.00S,1,1,Curry 24' 3PT Jump Shot (9 PTS) (Santos 2 AST)
0022400784,317,2,PT02M35.00S,2,1,MISS Curry 31' 3PT Step Back Jump Shot
0022400784,339,2,PT01M46.00S,2,1,MISS Curry 24' 3PT Jump Shot
0022400784,361,2,PT00M39.70S,1,1,Curry 2' Putback Layup (12 PTS)
0022400784,407,3,PT09M32.00S,1,1,Curry 2' Cutting Layup Shot (17 PTS) (Butler III 3 AST)
0022400784,437,3,PT07M03.00S,1,1,Curry 25' 3PT Step Back Jump Shot (20 PTS) (Podziemski 3 AST)
0022400784,446,3,PT06M21.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400784,461,3,PT06M03.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400784,560,4,PT11M20.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400784,577,4,PT10M15.00S,2,1,MISS Curry 11' Driving Layup
0022400784,618,4,PT07M11.00S,1,1,Curry 24' 3PT Jump Shot (24 PTS) (Looney 2 AST)
0022400784,657,4,PT04M25.00S,2,1,MISS Curry 25' 3PT Pullup Jump Shot
0022400784,664,4,PT03M56.00S,2,1,MISS Curry 10' Floating Jump Shot
0022400784,669,4,PT03M42.00S,1,1,Curry 25' 3PT Pullup Jump Shot (27 PTS) (Green 7 AST)
0022400805,29,1,PT09M41.00S,1,1,Curry 3PT Jump Shot (3 PTS) (Green 1 AST)
0022400805,267,2,PT05M39.00S,1,1,Curry 6' Running Layup (7 PTS)
0022400805,314,2,PT01M54.00S,2,1,MISS Curry 28' 3PT Pullup Jump Shot
0022400805,359,3,PT10M30.00S,2,1,MISS Curry 1' Driving Reverse Layup
0022400805,365,3,PT10M09.00S,2,1,MISS Curry 29' 3PT Jump Shot
0022400805,389,3,PT07M47.00S,1,1,Curry 13' Pullup Jump Shot (9 PTS) (Moody 4 AST)
0022400805,414,3,PT06M23.00S,1,1,Curry 6' Running Layup (11 PTS)
0022400805,417,3,PT06M01.00S,1,1,Curry 27' 3PT Running Pull-Up Jump Shot (14 PTS) (Hield 2 AST)
0022400805,434,3,PT04M54.00S,2,1,MISS Curry 24' 3PT Jump Shot
0022400805,449,3,PT03M39.00S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400805,580,4,PT06M40.00S,1,1,Curry 3PT Jump Shot (17 PTS) (Butler III 7 AST)
0022400805,590,4,PT05M56.00S,2,1,MISS Curry 24' 3PT Fadeaway Jumper
0022400805,625,4,PT03M16.00S,1,1,Curry 28' 3PT Step Back Jump Shot (20 PTS)
0022400812,13,1,PT11M02.00S,1,1,Curry 4' Cutting Layup Shot (2 PTS) (Green 1 AST)
0022400812,30,1,PT09M22.00S,2,1,MISS Curry 5' Driving Finger Roll Layup
0022400812,61,1,PT06M56.00S,1,1,Curry 3' Running Layup (4 PTS) (Green 3 AST)
0022400812,85,1,PT05M47.00S,1,1,Curry 27' 3PT Pullup Jump Shot (7 PTS)
0022400812,89,1,PT05M14.00S,2,1,MISS Curry 14' Pullup Jump Shot
0022400812,93,1,PT04M56.00S,1,1,Curry 6' Driving Layup (9 PTS)
0022400812,109,1,PT04M01.00S,2,1,MISS Curry 30' 3PT Pullup Jump Shot
0022400812,282,2,PT06M11.00S,2,1,MISS Curry 28' 3PT Jump Shot
0022400812,313,2,PT04M07.00S,1,1,Curry 5' Driving Finger Roll Layup (12 PTS) (Green 4 AST)
0022400812,347,2,PT01M06.00S,1,1,Curry 3' Reverse Layup (14 PTS) (Green 5 AST)
0022400812,354,2,PT00M29.20S,2,1,MISS Curry 30' 3PT Pullup Jump Shot
0022400812,394,3,PT10M24.00S,1,1,Curry 10' Driving Floating Jump Shot (16 PTS)
0022400812,409,3,PT08M46.00S,1,1,Curry 5' Driving Finger Roll Layup (18 PTS)
0022400812,411,3,PT08M18.00S,2,1,MISS Curry 26' 3PT Step Back Jump Shot
0022400812,446,3,PT06M16.00S,2,1,MISS Curry 10' Pullup Jump Shot
0022400812,449,3,PT05M54.00S,1,1,Curry 5' Cutting Layup Shot (22 PTS) (Green 6 AST)
0022400812,488,3,PT03M22.00S,1,1,Curry 30' 3PT Jump Shot (25 PTS) (Payton II 1 AST)
0022400812,492,3,PT02M48.00S,1,1,Curry 26' 3PT Step Back Jump Shot (28 PTS)
0022400812,495,3,PT02M18.00S,1,1,Curry 15' Driving Floating Bank Jump Shot (30 PTS)
0022400812,517,3,PT01M04.00S,2,1,MISS Curry 31' 3PT Step Back Jump Shot
0022400834,50,1,PT07M25.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400834,61,1,PT06M51.00S,2,1,MISS Curry 3' Cutting Layup Shot
0022400834,72,1,PT05M58.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400834,88,1,PT04M54.00S,2,1,MISS Curry 28' 3PT Pullup Jump Shot
0022400834,104,1,PT03M46.00S,1,1,Curry 26' 3PT Jump Shot (3 PTS) (Hield 1 AST)
0022400834,108,1,PT03M14.00S,1,1,Curry 25' 3PT Pullup Jump Shot (6 PTS)
0022400834,118,1,PT02M38.00S,1,1,Curry 5' Driving Finger Roll Layup (8 PTS) (Santos 1 AST)
0022400834,316,2,PT01M05.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400834,353,3,PT11M41.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400834,366,3,PT10M52.00S,1,1,Curry 5' Driving Finger Roll Layup (10 PTS) (Butler III 3 AST)
0022400834,392,3,PT09M00.00S,1,1,Curry 16' Pullup Jump Shot (12 PTS) (Green 3 AST)
0022400834,402,3,PT07M59.00S,2,1,MISS Curry 25' 3PT Pullup Jump Shot
0022400834,439,3,PT05M27.00S,1,1,Curry 3' Cutting Finger Roll Layup Shot (14 PTS) (Green 5 AST)
0022400834,472,3,PT03M51.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400845,28,1,PT08M53.00S,1,1,Curry 29' 3PT Jump Shot (3 PTS) (Butler III 1 AST)
0022400845,64,1,PT05M56.00S,2,1,MISS Curry 31' 3PT Pullup Jump Shot
0022400845,95,1,PT03M44.00S,1,1,Curry 4' Driving Reverse Layup (5 PTS)
0022400845,208,2,PT07M49.00S,1,1,Curry 32' 3PT Pullup Jump Shot (8 PTS)
0022400845,225,2,PT06M53.00S,1,1,Curry 5' Running Layup (10 PTS)
0022400845,236,2,PT05M57.00S,1,1,Curry 31' 3PT Running Pull-Up Jump Shot (13 PTS) (Looney 1 AST)
0022400845,240,2,PT05M24.00S,2,1,MISS Curry 22' Pullup Jump Shot
0022400845,250,2,PT05M12.00S,2,1,MISS Curry 9' Driving Layup
0022400845,263,2,PT03M58.00S,1,1,Curry 27' 3PT Step Back Jump Shot (16 PTS)
0022400845,306,2,PT00M40.70S,2,1,MISS Curry 30' 3PT Step Back Jump Shot
0022400845,313,2,PT00M00.00S,1,1,Curry 51' 3PT Pullup Jump Shot (21 PTS) (Payton II 1 AST)
0022400845,329,3,PT11M27.00S,1,1,Curry 26' 3PT Pullup Jump Shot (24 PTS) (Butler III 3 AST)
0022400845,378,3,PT07M41.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400845,388,3,PT07M09.00S,1,1,Curry 27' 3PT Jump Shot (28 PTS) (Butler III 5 AST)
0022400845,408,3,PT05M50.00S,1,1,Curry 27' 3PT Step Back Jump Shot (33 PTS)
0022400845,411,3,PT05M29.00S,1,1,Curry 24' 3PT Running Jump Shot (36 PTS) (Hield 2 AST)
0022400845,441,3,PT04M13.00S,1,1,Curry 16' Pullup Jump Shot (41 PTS)
0022400845,446,3,PT03M38.00S,1,1,Curry 13' Pullup Jump Shot (43 PTS)
0022400845,449,3,PT03M10.00S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400845,580,4,PT05M58.00S,2,1,MISS Curry 28' 3PT Jump Shot
0022400845,616,4,PT04M01.00S,1,1,Curry 27' 3PT Jump Shot (46 PTS) (Post 1 AST)
0022400845,634,4,PT02M37.00S,1,1,Curry 28' 3PT Jump Shot (49 PTS) (Butler III 7 AST)
0022400845,638,4,PT02M07.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400845,646,4,PT01M31.00S,1,1,Curry 28' 3PT Pullup Jump Shot (52 PTS) (Podziemski 7 AST)
0022400845,654,4,PT01M04.00S,2,1,MISS Curry 28' 3PT Pullup Jump Shot
0022400467,9,1,PT11M39.00S,1,1,Curry 27' 3PT Jump Shot (3 PTS) (Wiggins 1 AST)
0022400467,94,1,PT05M04.00S,2,1,MISS Curry 5' Driving Reverse Layup
0022400467,113,1,PT03M37.00S,2,1,MISS Curry 5' Putback Layup
0022400467,189,2,PT09M54.00S,1,1,Curry 26' 3PT Jump Shot (6 PTS) (Green 2 AST)
0022400467,196,2,PT09M00.00S,1,1,Curry 4' Driving Finger Roll Layup (8 PTS) (Green 3 AST)
0022400467,302,2,PT02M35.00S,1,1,Curry 24' 3PT Jump Shot (11 PTS) (Schroder 2 AST)
0022400467,353,3,PT10M33.00S,2,1,MISS Curry 13' Driving Floating Jump Shot
0022400467,363,3,PT09M38.00S,1,1,Curry 27' 3PT Running Pull-Up Jump Shot (14 PTS) (Schroder 4 AST)
0022400467,374,3,PT08M48.00S,1,1,Curry 6' Driving Floating Jump Shot (16 PTS) (Green 5 AST)
0022400467,411,3,PT06M20.00S,2,1,MISS Curry 23' Pullup Jump Shot
0022400467,420,3,PT05M29.00S,1,1,Curry 29' 3PT Jump Shot (19 PTS) (Hield 1 AST)
0022400467,426,3,PT04M49.00S,1,1,Curry 31' 3PT Running Pull-Up Jump Shot (22 PTS)
0022400467,443,3,PT03M47.00S,1,1,Curry 20' Pullup Jump Shot (24 PTS)
0022400467,539,4,PT09M32.00S,1,1,Curry 31' 3PT Pullup Jump Shot (27 PTS)
0022400467,542,4,PT09M12.00S,1,1,Curry 28' 3PT Running Pull-Up Jump Shot (30 PTS)
0022400492,38,1,PT07M34.00S,1,1,Curry 8' Driving Layup (2 PTS)
0022400492,60,1,PT06M06.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400492,89,1,PT03M21.00S,1,1,Curry 3PT Jump Shot (5 PTS) (Anderson 1 AST)
0022400492,168,2,PT10M07.00S,1,1,Curry 3' Cutting Layup Shot (7 PTS) (Green 2 AST)
0022400492,176,2,PT09M44.00S,1,1,Curry 26' 3PT Jump Shot (10 PTS) (Green 3 AST)
0022400492,189,2,PT08M50.00S,1,1,Curry 31' 3PT Pullup Jump Shot (14 PTS)
0022400492,292,2,PT03M00.00S,1,1,Curry 30' 3PT Step Back Jump Shot (20 PTS)
0022400492,376,3,PT09M27.00S,1,1,Curry 7' Cutting Layup Shot (22 PTS) (Green 4 AST)
0022400492,419,3,PT06M00.00S,1,1,Curry 4' Running Reverse Layup (24 PTS)
0022400492,425,3,PT05M29.00S,2,1,MISS Curry 26' 3PT Pullup Jump Shot
0022400492,450,3,PT04M10.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400492,503,3,PT00M35.00S,2,1,MISS Curry 29' 3PT Pullup Jump Shot
0022400508,21,1,PT10M12.00S,2,1,MISS Curry 29' 3PT Running Jump Shot
0022400508,30,1,PT09M29.00S,2,1,MISS Curry 32' 3PT Jump Shot
0022400508,47,1,PT08M13.00S,2,1,MISS Curry 15' Driving Floating Bank Jump Shot
0022400508,58,1,PT07M16.00S,1,1,Curry 26' 3PT Jump Shot (3 PTS) (Green 1 AST)
0022400508,82,1,PT06M28.00S,1,1,Curry 18' Pullup Jump Shot (5 PTS) (Green 2 AST)
0022400508,88,1,PT06M00.00S,1,1,Curry 27' 3PT Pullup Jump Shot (8 PTS) (Green 3 AST)
0022400508,141,1,PT02M54.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400508,212,2,PT10M23.00S,1,1,Curry 28' 3PT Jump Shot (11 PTS) (Wiggins 1 AST)
0022400508,218,2,PT09M51.00S,1,1,Curry 27' 3PT Pullup Jump Shot (14 PTS) (Green 5 AST)
0022400508,223,2,PT09M24.00S,2,1,MISS Curry 3PT Jump Shot
0022400508,323,2,PT01M43.00S,1,1,Curry 26' 3PT Jump Shot (17 PTS) (Hield 2 AST)
0022400508,337,2,PT00M11.90S,1,1,Curry 30' 3PT Pullup Jump Shot (20 PTS) (Hield 3 AST)
0022400508,353,3,PT11M46.00S,2,1,MISS Curry 29' 3PT Jump Shot
0022400508,379,3,PT09M19.00S,2,1,MISS Curry 5' Running Layup
0022400508,393,3,PT07M15.00S,2,1,MISS Curry 26' 3PT Jump Shot
0022400508,425,3,PT04M24.00S,1,1,Curry 25' 3PT Jump Shot (23 PTS) (Green 9 AST)
0022400508,506,4,PT11M32.00S,1,1,Curry 25' 3PT Step Back Jump Shot (26 PTS)
0022400508,516,4,PT09M54.00S,1,1,Curry 4' Driving Layup (28 PTS)
0022400508,527,4,PT09M27.00S,2,1,MISS Curry 37' 3PT Jump Shot
0022400508,539,4,PT08M26.00S,2,1,MISS Curry 32' 3PT Pullup Jump Shot
0022400508,556,4,PT07M26.00S,1,1,Curry 12' Driving Floating Bank Jump Shot (31 PTS) (Anderson 4 AST)
0022400508,592,4,PT04M56.00S,2,1,MISS Curry 32' 3PT Jump Shot
0022400518,47,1,PT07M37.00S,1,1,Curry 8' Driving Floating Bank Jump Shot (2 PTS)
0022400518,50,1,PT07M15.00S,2,1,MISS Curry 27' 3PT Running Pull-Up Jump Shot
0022400518,74,1,PT05M29.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400518,93,1,PT04M16.00S,1,1,Curry 3' Running Finger Roll Layup (4 PTS) (Hield 1 AST)
0022400518,116,1,PT03M11.00S,1,1,Curry 22' Step Back Jump Shot (6 PTS) (Anderson 2 AST)
0022400518,119,1,PT02M48.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400518,173,2,PT11M42.00S,1,1,Curry 28' 3PT Pullup Jump Shot (9 PTS)
0022400518,189,2,PT10M02.00S,2,1,MISS Curry 7' Driving Layup
0022400518,209,2,PT08M25.00S,2,0,MISS Curry 11' Fadeaway Jumper
0022400518,321,2,PT01M22.00S,2,1,MISS Curry 28' 3PT Pullup Jump Shot
0022400518,333,2,PT00M06.30S,2,1,MISS Curry 28' 3PT Step Back Jump Shot
0022400518,384,3,PT09M01.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400518,398,3,PT07M15.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400518,420,3,PT05M38.00S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400518,452,3,PT03M57.00S,2,1,MISS Curry 24' 3PT Jump Shot
0022400518,477,3,PT01M27.00S,2,1,MISS Curry 25' 3PT Running Jump Shot
0022400518,529,4,PT10M24.00S,2,1,MISS Curry 8' Running Finger Roll Layup
0022400518,602,4,PT06M13.00S,1,1,Curry 27' 3PT Jump Shot (12 PTS) (Schroder 6 AST)
0022400518,620,4,PT04M58.00S,2,1,MISS Curry 27' 3PT Pullup Jump Shot
0022400518,625,4,PT04M27.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400518,641,4,PT03M33.00S,2,1,MISS Curry 13' Pullup Jump Shot
0022400550,47,1,PT07M47.00S,1,1,Curry 30' 3PT Jump Shot (3 PTS) (Jackson-Davis 1 AST)
0022400550,56,1,PT07M03.00S,2,1,MISS Curry 13' Pullup Jump Shot
0022400550,70,1,PT05M54.00S,2,1,MISS Curry 28' 3PT Jump Shot
0022400550,88,1,PT04M38.00S,2,1,MISS Curry 6' Driving Finger Roll Layup
0022400550,93,1,PT04M06.00S,1,1,Curry 26' 3PT Step Back Jump Shot (6 PTS)
0022400550,122,1,PT02M29.00S,2,1,MISS Curry 27' 3PT Jump Shot
0022400550,130,1,PT01M45.00S,2,1,MISS Curry 25' 3PT Pullup Jump Shot
0022400550,263,2,PT05M08.00S,1,1,Curry 15' Driving Floating Jump Shot (10 PTS) (Anderson 1 AST)
0022400550,305,2,PT01M48.00S,1,1,Curry 35' 3PT Running Pull-Up Jump Shot (15 PTS)
0022400550,320,2,PT00M30.10S,2,1,MISS Curry 29' 3PT Pullup Jump Shot
0022400550,354,3,PT11M22.00S,1,1,Curry 1' Cutting Finger Roll Layup Shot (17 PTS) (Schroder 2 AST)
0022400550,424,3,PT05M52.00S,1,1,Curry 16' Turnaround Jump Shot (19 PTS) (Santos 1 AST)
0022400550,441,3,PT04M55.00S,2,1,MISS Curry 25' 3PT Step Back Jump Shot
0022400550,452,3,PT04M13.00S,1,1,Curry 18' Turnaround Jump Shot (21 PTS) (Santos 2 AST)
0022400550,540,4,PT10M59.00S,1,1,Curry 7' Running Pull-Up Jump Shot (23 PTS)
0022400550,627,4,PT04M22.00S,1,1,Curry 27' 3PT Jump Shot (26 PTS) (Anderson 2 AST)
0022400550,667,4,PT00M44.70S,2,1,MISS Curry 25' 3PT Running Pull-Up Jump Shot
0022400565,39,1,PT08M26.00S,1,1,Curry 24' 3PT Jump Shot (3 PTS) (Santos 2 AST)
0022400565,48,1,PT07M18.00S,2,1,MISS Curry 14' Driving Floating Jump Shot
0022400565,50,1,PT07M10.00S,2,1,MISS Curry 1' Driving Layup
0022400565,78,1,PT05M30.00S,1,1,Curry 29' 3PT Pullup Jump Shot (6 PTS)
0022400565,102,1,PT03M44.00S,1,1,Curry 25' 3PT Step Back Jump Shot (9 PTS)
0022400565,109,1,PT02M55.00S,1,1,Curry 26' 3PT Jump Shot (12 PTS) (Looney 2 AST)
0022400565,156,2,PT11M50.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400565,187,2,PT09M17.00S,2,1,MISS Curry 25' 3PT Jump Shot
0022400565,208,2,PT07M58.00S,2,1,MISS Curry 21' Pullup Jump Shot
0022400565,276,2,PT02M27.00S,2,1,MISS Curry 2' Driving Layup
0022400565,291,2,PT01M05.00S,1,1,Curry 3' Driving Finger Roll Layup (14 PTS)
0022400565,301,2,PT00M32.20S,2,1,MISS Curry 29' 3PT Jump Shot
0022400565,339,3,PT09M43.00S,1,1,Curry 1' Driving Layup (16 PTS)
0022400565,391,3,PT06M26.00S,1,1,Curry 25' 3PT Step Back Jump Shot (19 PTS)
0022400565,426,3,PT04M29.00S,2,1,MISS Curry 26' 3PT Turnaround Jump Shot
0022400565,431,3,PT03M44.00S,1,1,Curry 11' Driving Finger Roll Layup (23 PTS)
0022400565,536,4,PT09M08.00S,2,1,MISS Curry 11' Floating Jump Shot
0022400565,543,4,PT08M31.00S,2,1,MISS Curry 9' Driving Finger Roll Layup
0022400565,624,4,PT02M36.00S,1,1,Curry 3PT Pullup Jump Shot (26 PTS) (Looney 5 AST)
